i,id,rot,t,x,z
1013,0xa1,-0.26801741123199463,0.0,4589.04150390625,758.05078125
1014,0xa1,-0.26802465319633484,0.0,4574.44580078125,758.405517578125
1027,0xa1,0.527540385723114,0.0,4561.70458984375,758.9896850585938
1028,0xa1,0.5275408029556274,0.0,4548.95947265625,759.5733032226562
1029,0xa1,0.5275415182113647,0.0,4536.21826171875,760.156982421875
1030,0xa1,0.527542233467102,0.0,4522.962890625,760.76416015625
1031,0xa1,0.5275425314903259,0.0,4510.2216796875,761.3482666015625
1032,0xa1,0.5275433659553528,0.0,4497.22314453125,761.6300659179688
1033,0xa1,0.5275433659553528,0.0,4484.35498046875,761.6300659179688
1034,0xa1,0.5275428891181946,0.0,4471.48291015625,761.6300659179688
1035,0xa1,0.5275424122810364,0.0,4458.74169921875,761.6300659179688
1036,0xa1,0.5275442600250244,0.0,4445.99609375,761.6300659179688
1037,0xa1,0.5275436639785767,0.0,4433.00146484375,761.6300659179688
1038,0xa1,0.527543306350708,0.0,4420.25634765625,761.6300659179688
1039,0xa1,0.5275490283966064,0.0,4407.5146484375,761.6300659179688
1044,0xa1,-0.9999665021896362,0.0,4407.3916015625,761.6300659179688
1045,0xa1,-0.9999665021896362,0.0,4407.2685546875,761.6300659179688
1046,0xa1,-0.9999665021896362,0.0,4407.14404296875,761.6300659179688
1047,0xa1,-0.9999665021896362,0.0,4407.02099609375,761.6300659179688
1048,0xa1,-0.9999665021896362,0.0,4406.89501953125,761.6300659179688
1049,0xa1,-0.9999665021896362,0.0,4406.77294921875,761.6300659179688
1050,0xa1,-0.9999665021896362,0.0,4406.64990234375,761.6300659179688
1051,0xa1,-0.9999665021896362,0.0,4406.52392578125,761.6300659179688
1052,0xa1,-0.9999665021896362,0.0,4406.3994140625,761.6300659179688
1053,0xa1,-0.9999665021896362,0.0,4406.27490234375,761.6300659179688
1054,0xa1,-0.9999665021896362,0.0,4406.15185546875,761.6300659179688
1055,0xa1,-0.9999665021896362,0.0,4406.0234375,761.6300659179688
1056,0xa1,-0.9367490410804749,0.0,4400.720703125,761.578857421875
1057,0xa1,-0.9367493391036987,0.0,4395.36865234375,761.4019165039062
1058,0xa1,-0.9367492198944092,0.0,4390.0126953125,761.2250366210938
1059,0xa1,-0.9367492198944092,0.0,4384.65673828125,761.047607421875
1060,0xa1,-0.9367493391036987,0.0,4379.35400390625,760.8723754882812
1061,0xa1,-0.9367496967315674,0.0,4373.998046875,760.6954956054688
1062,0xa1,-0.9367497563362122,0.0,4368.748046875,760.5219116210938
1063,0xa1,-0.9367498159408569,0.0,4363.498046875,760.347900390625
1065,0xa1,-0.9367497563362122,0.0,4358.14599609375,760.1709594726562
1066,0xa1,-0.9367498159408569,0.0,4352.7900390625,759.9940185546875
1067,0xa1,-0.9367495179176331,0.0,4347.43408203125,759.816650390625
1068,0xa1,-0.9367495775222778,0.0,4342.078125,759.6397094726562
1069,0xa1,-0.9367490410804749,0.0,4336.775390625,761.6300659179688
1070,0xa1,0.9390115141868591,0.0,4331.6171875,759.9609985351562
1071,0xa1,0.93901127576828,0.0,4326.35888671875,760.4675903320312
1072,0xa1,0.9390107989311218,0.0,4321.20068359375,760.9645385742188
1073,0xa1,0.9390105605125427,0.0,4316.04248046875,761.4610595703125
1074,0xa1,0.9390103220939636,0.0,4310.78076171875,761.6300659179688
1075,0xa1,0.9390103816986084,0.0,4305.51904296875,761.6300659179688
1076,0xa1,0.9390108585357666,0.0,4300.2568359375,761.6300659179688
1077,0xa1,0.9390102028846741,0.0,4294.9951171875,761.6300659179688
1078,0xa1,0.9390109181404114,0.0,4289.7333984375,761.6300659179688
1079,0xa1,0.9390119314193726,0.0,4284.5751953125,761.6300659179688
1081,0xa1,0.9390113949775696,0.0,4279.4169921875,761.6300659179688
1083,0xa1,0.9390107989311218,0.0,4274.1552734375,761.6300659179688
1085,0xa1,0.9390143752098083,0.0,4268.89306640625,761.6300659179688
1115,0xa1,0.6104753017425537,0.0,4286.712890625,761.6300659179688
1116,0xa1,0.6104751825332642,0.0,4298.474609375,761.6300659179688
1117,0xa1,0.6104753017425537,0.0,4310.5947265625,761.6300659179688
1118,0xa1,0.6104754209518433,0.0,4322.59521484375,761.6300659179688
1119,0xa1,0.6104766130447388,0.0,4334.71142578125,761.6300659179688
1120,0xa1,0.6104766130447388,0.0,4346.7119140625,761.6300659179688
1121,0xa1,0.6104782819747925,0.0,4358.71240234375,761.6300659179688
1122,0xa1,0.6104800701141357,0.0,4370.82861328125,761.6300659179688
1123,0xa1,0.6104809045791626,0.0,4382.94873046875,761.6300659179688
1124,0xa1,0.6104816794395447,0.0,4394.826171875,761.6300659179688
1125,0xa1,0.6104809045791626,0.0,4407.181640625,761.6300659179688
1126,0xa1,0.6104797720909119,0.0,4419.18212890625,761.6300659179688
1127,0xa1,0.610487163066864,0.0,4431.0634765625,761.6300659179688
1193,0xa1,0.13458400964736938,0.0,4415.751953125,761.6300659179688
1196,0xa1,0.13458527624607086,0.0,4400.2958984375,761.6300659179688
1198,0xa1,0.13458481431007385,0.0,4385.28466796875,761.6300659179688
1201,0xa1,0.1345842331647873,0.0,4370.41796875,761.6300659179688
1204,0xa1,0.134585902094841,0.0,4355.55517578125,761.6300659179688
1207,0xa1,0.13458788394927979,0.0,4340.3955078125,761.6300659179688
1210,0xa1,0.13458873331546783,0.0,4325.23583984375,761.6300659179688
1213,0xa1,0.13458988070487976,0.0,4310.072265625,761.6300659179688
1217,0xa1,0.13459138572216034,0.0,4294.91259765625,761.6300659179688
1222,0xa1,0.13459359109401703,0.0,4279.9013671875,761.6300659179688
1226,0xa1,0.13459427654743195,0.0,4265.0380859375,761.6300659179688
